17:40:18.757 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:34.473 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:34.593 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:34.713 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:34.833 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:34.953 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.073 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.193 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.313 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.433 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.553 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.673 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.793 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:35.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.033 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.153 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.273 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.393 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.513 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.633 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.753 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.873 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:36.993 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.113 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.233 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.353 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.473 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.593 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.713 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.833 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:37.953 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.073 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.193 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.313 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.433 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.553 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.673 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.793 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:38.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.033 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.153 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.273 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.393 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.513 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.633 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.753 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.873 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:39.993 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.113 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.233 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.353 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.473 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.593 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.713 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.833 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:40.953 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.073 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.193 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.313 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.433 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.553 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.673 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.793 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:41.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.033 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.153 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.273 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.393 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.513 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.633 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.753 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.873 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:42.992 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.113 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.233 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.353 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.473 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.593 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.713 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.833 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:43.953 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.073 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.193 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.313 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.433 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.553 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.673 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.793 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:44.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.033 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.153 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.273 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.393 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.513 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.633 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.753 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.873 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:45.993 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.113 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.233 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.353 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.473 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.593 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.713 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.833 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:46.953 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.073 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.193 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.313 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.433 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.553 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.673 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.793 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:47.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.033 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.153 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.273 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.393 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.513 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.632 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.753 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.872 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:48.992 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.112 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.233 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.353 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.473 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.593 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.713 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.833 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:49.953 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.193 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.313 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.433 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.553 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.673 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.793 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:50.913 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.153 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.273 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.393 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.513 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.633 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.753 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.872 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:51.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.113 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.353 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.473 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.593 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:52.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.193 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:53.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:54.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:55.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:56.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:57.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.352 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.472 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.592 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.712 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.832 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:58.952 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.072 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.192 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:42:59.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.752 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.872 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:00.992 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.112 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.232 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.352 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.472 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.592 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.712 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.832 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:01.952 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.072 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.192 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.312 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.432 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.552 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.672 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.792 > Left | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:02.912 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:03.993 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:04.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:05.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.152 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.272 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.392 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.512 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.632 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.752 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.872 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:06.992 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.112 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.232 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.352 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.472 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.592 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.712 > Stop | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:07.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:08.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:09.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:10.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:11.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:12.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:13.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:14.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.052 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.153 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:15.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.472 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.592 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.712 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.832 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:16.952 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.072 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.192 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.312 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.432 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.552 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.672 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.792 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:17.912 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.032 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.152 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.272 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.392 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.512 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.632 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.752 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.872 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:18.992 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.112 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.232 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
17:43:19.352 > Right | servo y-axis (up) | servo turn 90 degree | gripper on
