23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:49:02.393 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:02.513 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:02.633 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:02.753 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:02.873 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:02.993 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.233 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.473 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:03.953 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.073 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.193 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.433 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.553 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.673 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:04.913 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.033 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.153 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.273 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.393 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.633 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.753 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.873 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:05.993 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.233 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.473 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:06.953 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.073 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.193 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.433 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.553 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.673 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:07.913 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.033 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.153 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.273 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.393 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.513 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.633 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.753 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.873 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:08.993 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.233 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.473 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:09.953 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.073 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.193 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.433 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.673 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:10.913 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.033 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.153 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.273 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.393 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.513 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.633 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.753 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.873 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:11.993 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.233 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.473 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:12.953 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.073 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.193 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.433 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.673 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:13.913 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.033 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.153 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.273 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.393 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.513 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.753 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.873 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:14.993 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.233 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:15.953 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.073 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.193 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.433 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.553 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.673 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:16.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.033 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.153 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.633 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:17.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.113 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.473 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.833 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:18.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.793 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:19.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:20.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.353 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.713 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:21.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:22.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:23.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.593 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:24.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:25.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:26.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:27.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:28.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:29.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:30.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:31.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:32.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:33.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:34.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:35.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:36.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:37.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.309 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:38.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:39.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:40.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:41.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:42.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:43.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:44.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:45.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
